CUSTOMER_NUMBER,CCAT_CODE,REGION_CODE,REP_CODE,SETTLE_TERMS,NORMAL_PAYTERMS,DISCOUNT,CREDIT_LIMIT,COMM_METHOD,COMMISSION,REP_DESC_CLEAN,REP_GROUP,PARAMETER,REGION_DESC,PROVINCE,CCAT_DESC,CCAT_GROUP
GHIHOC,5,20a,04,0,120,0,999999,Sales,0.5,BM,Sales Rep,Consignment,,,Consignment,Channel: Consignment
GLEO01,41,10a,02,0,120,0,999999,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
GLIH01,34,1e,03,0,120,0,4000,Sales,0.5,BJ,Sales Rep,,Witbank/Middelburg,Mpumalanga,,
GMAA01,21,25b,ZZZ5,0,120,0,0,,,,,Closed,,,,
GMAA02,25,11b,02,0,120,0,999999,Sales,0.5,R,Sales Rep,,Ermelo / Piet Retief,Mpumalanga,,
GMCA01,21,25b,ZZZ1,0,120,0,3000,,,,,,,,,
GMEA01,21,25b,ZZZ5,0,120,0,3000,,,,,Closed,,,,
GMEA02,32,7b,05C,0,120,0,5000,Sales,0.5,RL,Sales Rep,Trading Account,Gauteng N - Randburg/Rivonia,Gauteng,,
GMEAC1,5,20a,CONS5,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
GMEACO,5,20a,CONS5,0,30,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
GMEAOC,21,25b,ZZZ5,0,120,0,999999,,,,,Consignment,,,,
GMOA01,4,1b,03,0,120,0,4000,Sales,0.5,BJ,Sales Rep,,Pretoria North/South/West,Gauteng,,
GNUE01,37,11a,03,0,120,0,2000,Sales,0.5,BJ,Sales Rep,,Free State / Lesotho,Free State,,
GSAA01,31,8a,06,0,120,0,100000,Sales,0.0,DA,Sales Rep,,Gauteng E - Alberton/Benoni/Kempton,Gauteng,,
GSAAOC,5,20a,STAN3,0,120,0,999999,Gross Profit,0.0,CONSIGNMENT_STANDS,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
GSEA01,36,7c,05,0,120,0,30000,Sales,0.5,RL,Sales Rep,,Gauteng N - Eastgate/Norwood/Midrand,Gauteng,,
GSEA02,20,25a,ZZZ2,0,120,0,3000,,,,,,,,,
GSEW01,18,4a,07,0,120,0,1500,Sales,0.0,LA,Sales Rep,,Pietersburg / Potgietersrus,Limpopo,,
GSIH01,21,25b,ZZZ5,0,120,0,2000,,,,,,,,,
GSIH02,29,5a,06,0,120,0,999999,Sales,0.0,DA,Sales Rep,,Botswana and Exports,Export,Exports incl Botswana,Channel: Export
GSIN01,41,10a,02,0,120,0,3000,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
GWAN01,40,6b,04,0,120,0,5000,Sales,0.5,BM,Sales Rep,Trading Account,West Cape,Western Cape,,
HACA01,49,10a,02,0,120,0,500,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
HASL01,29,5a,01EXP,7,120,0,100000,Gross Profit,0.5,EXPORTS,Channel: Export,,Botswana and Exports,Export,Exports incl Botswana,Channel: Export
HASLOC,5,20a,CONS,0,30,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,,,,Consignment,Channel: Consignment
HATL01,40,6b,04,0,120,0,3000,Sales,0.5,BM,Sales Rep,,West Cape,Western Cape,,
HATL02,41,10a,02,0,120,0,2000,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
HCOE01,21,25b,ZZZ,0,120,0,2000,,,,,Closed,,,,
HISO01,41,10a,02,0,120,0,15000,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
HISOC1,5,20a,CON2S,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
HISOC1,5,20a,CON2S,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Promotional Stand,,,Consignment,Channel: Consignment
HKAM01,21,25b,ZZZ5,0,120,0,5000,,,,,Closed,,,,
HKAM02,40,6b,04,0,120,0,7500,Sales,0.5,BM,Sales Rep,Trading Account,West Cape,Western Cape,,
HKUN01,21,25b,ZZZ5,0,120,0,3000,,,,,,,,,
HLYN01,40,6b,04,0,120,0,3000,Sales,0.5,BM,Sales Rep,,West Cape,Western Cape,,
HLYN02,40,6b,04,0,120,0,3000,Sales,0.5,BM,Sales Rep,,West Cape,Western Cape,,
HMAA01,41,10a,02,0,120,0,1000,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
HMAA02,20,25a,ZZZ2,0,120,0,0,,,,,,,,,
HMAA03,41,10a,02,0,120,0,999999,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
HMAA04,21,25b,ZZZ5,0,120,0,6000,,,,,Closed,,,,
HMAL01,21,25b,ZZZ5,0,120,0,0,,,,,,,,,
HMAL02,18,4a,06,0,120,0,2000,Sales,0.0,DA,Sales Rep,,Pietersburg / Potgietersrus,Limpopo,,
HMAO01,41,10a,02,0,120,0,10000,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
HMAO02,49,10a,02,0,120,0,3000,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
HMAO03,21,25b,ZZZ5,0,120,0,1000,,,,,,,,,
HMAO04,41,10a,02,0,120,0,5000,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
HMAO05,46,2b,05,0,120,0,2000,Sales,0.5,RL,Sales Rep,,Krugersdorp / Sun City,North West,,
HMAOOC,5,20a,STAND,0,120,0,999999,Gross Profit,0.0,CONSIGNMENT_STANDS,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
HMEA01,21,25b,ZZZ5,0,120,0,3000,,,,,,,,,
HMOA01,21,25b,ZZZ5,0,120,0,2500,,,,,,,,,
HMOA02,49,10a,02,0,120,0,3000,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
HMOA03,42,10b,02,0,120,0,4000,Sales,0.5,R,Sales Rep,,Midlands,KwaZulu-Natal,,
HMOA04,42,10b,02,0,120,0,6000,Sales,0.5,R,Sales Rep,,Midlands,KwaZulu-Natal,,
HMOL01,25,11b,06,0,120,0,3000,Sales,0.0,DA,Sales Rep,,Ermelo / Piet Retief,Mpumalanga,,
HMOL02,45,2a,06,0,120,0,5000,Sales,0.0,DA,Sales Rep,,Vaal Triangle,Gauteng,,
HMOL03,25,11b,06,0,120,0,1500,Sales,0.0,DA,Sales Rep,,Ermelo / Piet Retief,Mpumalanga,,
HMOL04,4,1b,03,0,120,0,15500,Sales,0.5,BJ,Sales Rep,,Pretoria North/South/West,Gauteng,,
HMOL05,18,4a,06,0,120,0,1500,Sales,0.0,DA,Sales Rep,,Pietersburg / Potgietersrus,Limpopo,,
HMOL06,21,25b,ZZZ5,0,120,0,5000,,,,,Closed,,,,
HMOL07,34,1e,03,0,60,0,999999,Sales,0.5,BJ,Sales Rep,,Witbank/Middelburg,Mpumalanga,,
HMPA01,18,4a,06,0,120,0,1500,Sales,0.0,DA,Sales Rep,,Pietersburg / Potgietersrus,Limpopo,,
HMPU01,43,3a,06,0,120,0,2000,Sales,0.0,DA,Sales Rep,,Soweto/Lenasia,Gauteng,,
HOCT01,21,25b,ZZZ5,0,120,0,2000,,,,,,,,,
HRAM01,41,10a,02,0,120,0,7500,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
HRAMFR,21,25b,ZZZ5,0,30,0,999999,,,,,Closed,,,,
HROL01,29,5a,01EXP,0,120,0,1000,Gross Profit,0.5,EXPORTS,Channel: Export,,Botswana and Exports,Export,Exports incl Botswana,Channel: Export
HSCA01,40,6b,04,0,120,0,3000,Sales,0.5,BM,Sales Rep,,West Cape,Western Cape,,
HSCI01,21,25b,ZZZ5,0,120,0,1500,,,,,,,,,
HSCI02,14,3b,06,0,120,0,7500,Sales,0.0,DA,Sales Rep,,Johannesburg CBD,Gauteng,,
HSCL01,30,7a,05,0,120,0,5000,Sales,0.5,RL,Sales Rep,,Gauteng N - Sandton,Gauteng,,
HSCLOC,5,20a,CONS5,0,30,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
HSCM01,40,6b,04,0,120,0,500,Sales,0.5,BM,Sales Rep,,West Cape,Western Cape,,
HSCN01,30,7a,05,0,120,0,20000,Sales,0.5,RL,Sales Rep,,Gauteng N - Sandton,Gauteng,,
HSCN02,40,6b,04C,0,120,0,10000,Sales,0.5,BM,Sales Rep,Trading Account,West Cape,Western Cape,,
HSCNC1,5,20a,CONS5,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
HSCNCO,5,20a,ZZZ5,0,30,0,999999,,,,,Consignment,,,Consignment,Channel: Consignment
HSCNOC,21,25b,ZZZ5,0,30,0,999999,,,,,Closed,,,,
HSCO01,45,2a,06,0,120,0,5000,Sales,0.0,DA,Sales Rep,,Vaal Triangle,Gauteng,,
HSCO02,45,2a,06C,0,120,0,5000,Sales,0.5,DA,Sales Rep,Trading Account,Vaal Triangle,Gauteng,,
HSCO05,46,2b,07,0,120,0,5000,Sales,0.0,LA,Sales Rep,,Krugersdorp / Sun City,North West,,
HSCO06,25,11b,06,0,120,0,2500,Sales,0.0,DA,Sales Rep,,Ermelo / Piet Retief,Mpumalanga,,
HSCOC1,5,20a,CON7S,0,120,0,999999,Sales,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
HSCOC1,5,20a,CON7S,0,120,0,999999,Sales,0.5,CONSIGNMENT,Channel: Consignment,Promotional Stand,,,Consignment,Channel: Consignment
HSCOC2,5,20a,PROMO,0,120,0,999999,,,,,Consignment,,,Consignment,Channel: Consignment
HSCOC2,5,20a,PROMO,0,120,0,999999,,,,,Promotional Stand,,,Consignment,Channel: Consignment
HSCOC3,5,20a,CONS6,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
HSCOOC,5,20a,CONS6,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
HTSA01,20,25a,CITC,0,120,0,20000,Sales,0.5,,Unclassified_Missing_Data,,,,,
HTSAOC,5,20a,STAND,0,120,0,999999,Gross Profit,0.0,CONSIGNMENT_STANDS,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
HTSE01,33,1d,03C,0,120,0,3000,Sales,0.5,BJ,Sales Rep,,Pretoria,Gauteng,,
HTSEC1,5,20a,CON3S,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
HTSEC1,5,20a,CON3S,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Promotional Stand,,,Consignment,Channel: Consignment
HTSECO,5,20a,CONS3,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
HTSEOC,5,20a,ZZZ5,0,120,0,999999,,,,,Consignment,,,Consignment,Channel: Consignment
HTSI01,34,1e,03,0,120,0,3500,Sales,0.5,BJ,Sales Rep,,Witbank/Middelburg,Mpumalanga,,
HUML01,41,10a,02C,0,120,0,7500,Sales,0.5,R,Sales Rep,Trading Account,Durban,KwaZulu-Natal,,
HUMLOC,5,20a,CONS2,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
HUMLST,5,20a,CON2S,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Promotional Stand,,,Consignment,Channel: Consignment
HVAE01,41,10a,02,0,120,0,2000,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
HWAL01,33,1d,03C,0,120,0,7500,Sales,0.5,BJ,Sales Rep,,Pretoria,Gauteng,,
HWAL02,37,11a,03,0,120,0,30000,Sales,0.5,BJ,Sales Rep,,Free State / Lesotho,Free State,,
HWAL03,21,25b,ZZZ5,0,120,0,1500,,,,,,,,,
HWALC1,5,20a,CONS3,0,60,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
HWALC2,5,20a,CON3S,0,60,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
HWALC2,5,20a,CON3S,0,60,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Promotional Stand,,,Consignment,Channel: Consignment
HZAE01,31,8a,06,0,120,0,1000,Sales,0.0,DA,Sales Rep,,Gauteng E - Alberton/Benoni/Kempton,Gauteng,,
HZAEC1,5,20a,CON6S,0,60,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
HZAEC1,5,20a,CON6S,0,60,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Promotional Stand,,,Consignment,Channel: Consignment
IALW01,39,6a,02,0,120,0,2000,Sales,0.5,R,Sales Rep,,East Cape,Eastern Cape,,
IBEN01,21,25b,ZZZ5,0,120,0,3000,,,,,Closed,,,,
IBHK01,25,11b,02,0,120,0,5000,Sales,0.5,R,Sales Rep,,Ermelo / Piet Retief,Mpumalanga,,
IBRD01,21,25b,ZZZ5,0,120,0,3000,,,,,Closed,,,,
IBRN01,21,25b,ZZZ5,0,120,0,2000,,,,,Closed,,,,
IBRN02,34,1e,03,0,120,0,2000,Sales,0.5,BJ,Sales Rep,,Witbank/Middelburg,Mpumalanga,,
IDEG01,21,25b,ZZZ5,0,120,0,3000,,,,,,,,,
IDZN01,41,10a,02,0,30,0,5000,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
IDZNC1,5,20a,CON2S,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
IDZNC1,5,20a,CON2S,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Promotional Stand,,,Consignment,Channel: Consignment
IDZNC2,5,20a,CONS4,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
IDZV01,20,25a,ZZZ4,0,120,0,2500,,,,,,,,,
IELM01,21,25b,ZZZ5,0,120,0,500,,,,,,,,,
IERN01,21,25b,ZZZ5,0,120,0,5000,,,,,,,,,
IERN02,21,25b,ZZZ5,0,120,0,3000,,,,,,,,,
IERN03,30,7a,05C,0,120,0,15000,Sales,0.5,RL,Sales Rep,Trading Account,Gauteng N - Sandton,Gauteng,,
IERNC1,5,20a,CONS,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Promotion,,,Consignment,Channel: Consignment
IERNOC,5,20a,CONS2,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
IFAR01,40,6b,04,0,120,0,1000,Sales,0.5,BM,Sales Rep,,West Cape,Western Cape,,
IFAROC,6,21a,CONS4,0,30,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Advertising Appro,Internal: Advertising
IFLG01,31,8a,06,0,120,0,3500,Sales,0.0,DA,Sales Rep,,Gauteng E - Alberton/Benoni/Kempton,Gauteng,,
IFRE01,21,25b,ZZZ5,0,120,0,1500,,,,,,,,,
IFRE02,40,6b,04,0,120,0,5000,Sales,0.5,BM,Sales Rep,,West Cape,Western Cape,,
IFREC1,21,25b,ZZZ5,0,30,0,999999,,,,,Consignment,,,,
IFREOC,21,25b,ZZZ5,0,120,0,999999,,,,,Consignment,,,,
IGAL01,19,4b,06,0,120,0,2000,Sales,0.0,DA,Sales Rep,,Nelspruit / Tzaneen,Mpumalanga,,
IGRM01,40,6b,04,0,120,0,1000,Sales,0.5,BM,Sales Rep,,West Cape,Western Cape,,
IHAN01,40,6b,04,0,120,0,2500,Sales,0.5,BM,Sales Rep,,West Cape,Western Cape,,
IHAN02,21,25b,ZZZ5,0,120,0,2500,,,,,,,,,
IHEN01,33,1d,03C,0,120,0,6000,Sales,0.5,BJ,Sales Rep,Trading Account,Pretoria,Gauteng,,
IHEN02,33,1d,03,0,120,0,1500,Sales,0.5,BJ,Sales Rep,,Pretoria,Gauteng,,
IHEN03,4,1b,03,0,120,0,1500,Sales,0.5,BJ,Sales Rep,,Pretoria North/South/West,Gauteng,,
IHEN04,33,1d,03,0,120,0,1500,Sales,0.5,BJ,Sales Rep,,Pretoria,Gauteng,,
IHEN05,2,1a,03,0,120,0,999999,Sales,0.5,BJ,Sales Rep,,Pretoria Central,Gauteng,,
IHENC1,5,20a,CONS3,0,30,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
IHENC2,21,25b,ZZZ5,0,30,0,999999,,,,,Closed,,,,
IHENC2,21,25b,ZZZ5,0,30,0,999999,,,,,Consignment,,,,
IHENCS,5,20a,CONS,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
IHENCS,5,20a,CONS,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Promotional Stand,,,Consignment,Channel: Consignment
IHENOC,21,25b,ZZZ5,0,30,0,999999,,,,,Consignment,,,,
IIFL01,2,1a,03,0,120,0,999999,Sales,0.5,BJ,Sales Rep,,Pretoria Central,Gauteng,,
IIJE01,40,6b,04,0,120,0,4000,Sales,0.5,BM,Sales Rep,,West Cape,Western Cape,,
IIJEC1,5,20a,CON4S,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
IIJEC1,5,20a,CON4S,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Promotional Stand,,,Consignment,Channel: Consignment
IISP01,21,25b,ZZZ1,0,120,0,5000,,,,,,,,,
IISS01,30,7a,05,0,120,0,10000,Sales,0.5,RL,Sales Rep,,Gauteng N - Sandton,Gauteng,,
IJON01,21,25b,ZZZ5,0,120,0,1000,,,,,,,,,
IJON02,40,6b,04,0,120,0,5000,Sales,0.5,BM,Sales Rep,,West Cape,Western Cape,,
IJON04,46,2b,05,0,120,0,2000,Sales,0.5,RL,Sales Rep,,Krugersdorp / Sun City,North West,,
IKNG01,36,7c,05,0,120,0,15000,Sales,0.5,RL,Sales Rep,,Gauteng N - Eastgate/Norwood/Midrand,Gauteng,,
IKRE01,21,25b,ZZZ5,0,120,0,1000,,,,,Closed,,,,
IKRE02,21,25b,ZZZ5,0,120,0,1000,,,,,Closed,,,,
IKRE03,39,6a,02,0,120,5,7500,Sales,0.5,R,Sales Rep,,East Cape,Eastern Cape,,
IKRE04,21,25b,ZZZ5,0,120,0,1500,,,,,Closed,,,,
IKRE05,18,4a,06,0,120,0,5000,Sales,0.0,DA,Sales Rep,,Pietersburg / Potgietersrus,Limpopo,,
IKRE06,39,6a,02,0,120,5,2000,Sales,0.5,R,Sales Rep,,East Cape,Eastern Cape,,
IKRT01,21,25b,ZZZ5,0,120,0,2000,,,,,Closed,,,,
IKRZ01,33,1d,03,0,120,0,10000,Sales,0.5,BJ,Sales Rep,,Pretoria,Gauteng,,
IMAT01,21,25b,ZZZ5,0,120,0,1000,,,,,,,,,
IMEE01,46,2b,03,0,120,0,1500,Sales,0.5,BJ,Sales Rep,,Krugersdorp / Sun City,North West,,
IMEE02,21,25b,ZZZ5,0,120,0,4000,,,,,Closed,,,,
IMER03,2,1a,03C,0,120,0,2000,Sales,0.5,BJ,Sales Rep,Trading Account,Pretoria Central,Gauteng,,
IMERC1,5,20a,CONS3,0,30,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
IMERCO,5,20a,ZZZ5,0,120,0,999999,,,,,Promotion,,,Consignment,Channel: Consignment
IMEROC,21,25b,ZZZ5,0,120,0,999999,,,,,Consignment,,,,
IMGL01,39,6a,02,0,60,0,999999,Sales,0.5,R,Sales Rep,,East Cape,Eastern Cape,,
IMUR01,39,6a,04,0,120,0,3000,Sales,0.5,BM,Sales Rep,,East Cape,Eastern Cape,,
INAD01,40,6b,04,0,120,0,100000,Sales,0.5,BM,Sales Rep,,West Cape,Western Cape,,
INAD02,40,6b,04C,0,120,0,2000,Sales,0.5,BM,Sales Rep,Trading Account,West Cape,Western Cape,,
INAD03,21,25b,ZZZ1,0,120,0,1500,,,,,,,,,
INAD04,39,6a,04C,0,120,0,5000,Sales,0.5,BM,Sales Rep,Trading Account,East Cape,Eastern Cape,,
INAD05,21,25b,ZZZ5,0,120,0,500,,,,,,,,,
INAD06,49,10a,02,0,120,0,1000,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
INAD07,49,10a,02,0,120,0,1500,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
INAD08,21,25b,ZZZ5,0,120,0,500,,,,,,,,,
INAD09,21,25b,ZZZ5,0,120,0,500,,,,,,,,,
INAD10,41,10a,02,0,120,0,500,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
INAD11,21,25b,ZZZ5,0,120,0,0,,,,,,,,,
INAD12,21,25b,ZZZ5,0,120,0,3000,,,,,,,,,
INAD13,21,25b,ZZZ5,0,120,0,1000,,,,,,,,,
INAD14,21,25b,ZZZ5,0,120,0,1000,,,,,,,,,
INAD15,21,25b,ZZZ5,0,120,0,1000,,,,,,,,,
INAD16,21,25b,ZZZ5,0,120,0,500,,,,,,,,,
INAD17,31,8a,05,0,120,0,999999,Sales,0.5,RL,Sales Rep,,Gauteng E - Alberton/Benoni/Kempton,Gauteng,,
INADC1,5,20a,CON4S,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
INADC2,21,25b,ZZZ5,0,120,0,999999,,,,,Closed,,,,
INADC3,5,20a,CON4S,0,30,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Promotional Stand,,,Consignment,Channel: Consignment
INADCO,5,20a,CONS4,0,30,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
INADOC,5,20a,STAND,0,120,0,999999,Gross Profit,0.0,CONSIGNMENT_STANDS,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
INADVM,5,20a,ZZZ5,0,30,0,999999,,,,,Consignment,,,Consignment,Channel: Consignment
INJK01,39,6a,02,0,120,0,999999,Sales,0.5,R,Sales Rep,,East Cape,Eastern Cape,,
IOLV01,34,1e,03,0,120,0,2000,Sales,0.5,BJ,Sales Rep,,Witbank/Middelburg,Mpumalanga,,
IOLV02,21,25b,ZZZ5,0,120,0,999999,,,,,,,,,
IOLVC1,5,20a,CONS2,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
IONO01,16,1c,03,0,120,0,2500,Sales,0.5,BJ,Sales Rep,,Pretoria East,Gauteng,,
IONOOC,5,20a,ZZZ5,0,120,0,999999,,,,,Consignment,,,Consignment,Channel: Consignment
IPAG01,21,25b,ZZZ5,0,120,0,10000,,,,,Closed,,,,
IPAG01,21,25b,ZZZ5,0,120,0,10000,,,,,Trading Account,,,,
IPAGC1,5,20a,CON10,0,30,0,999999,Sales,0.5,BA_CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
IPAGCO,5,20a,CONS2,0,30,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
IPAGOC,5,20a,CONS2,0,30,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
IPHL02,40,6b,04,0,120,0,2000,Sales,0.5,BM,Sales Rep,,West Cape,Western Cape,,
IPHL03,40,6b,04,0,120,0,3000,Sales,0.5,BM,Sales Rep,,West Cape,Western Cape,,
IREC01,49,10a,02,0,120,0,3000,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
IRED01,40,6b,04,0,120,0,1500,Sales,0.5,BM,Sales Rep,,West Cape,Western Cape,,
ISAL01,39,6a,03,0,30,0,999999,Sales,0.5,BJ,Sales Rep,,East Cape,Eastern Cape,,
ISAN01,39,6a,04,0,120,0,3000,Sales,0.5,BM,Sales Rep,,East Cape,Eastern Cape,,
ISAV01,31,8a,06,0,120,0,999999,Sales,0.0,DA,Sales Rep,,Gauteng E - Alberton/Benoni/Kempton,Gauteng,,
ISHN01,19,4b,03,0,120,0,3000,Sales,0.5,BJ,Sales Rep,,Nelspruit / Tzaneen,Mpumalanga,,
ISMT01,25,11b,05,0,120,0,3000,Sales,0.5,RL,Sales Rep,,Ermelo / Piet Retief,Mpumalanga,,
ISMT02,21,25b,ZZZ5,0,120,0,3000,,,,,,,,,
ISMT04,40,6b,04,0,120,0,2000,Sales,0.5,BM,Sales Rep,,West Cape,Western Cape,,
ISMT05,49,10a,02,0,120,0,1500,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
ISMT06,40,6b,04,0,120,0,3000,Sales,0.5,BM,Sales Rep,,West Cape,Western Cape,,
ISMT07,40,6b,04,0,120,0,2000,Sales,0.5,BM,Sales Rep,,West Cape,Western Cape,,
ISMT08,37,11a,03,0,120,0,7500,Sales,0.5,BJ,Sales Rep,,Free State / Lesotho,Free State,,
ISMT09,21,25b,ZZZ5,0,120,0,5000,,,,,,,,,
ISMT10,20,25a,CITC,0,120,0,5000,Sales,0.5,,Unclassified_Missing_Data,,,,,
ISMTC1,5,20a,CONS2,0,30,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
ISMTOC,5,20a,CONS2,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
ISPL01,21,25b,ZZZ5,0,120,0,8000,,,,,Closed,,,,
ISPL02,4,1b,03C,0,120,0,7500,Sales,0.5,BJ,Sales Rep,Trading Account,Pretoria North/South/West,Gauteng,,
ISPLC1,5,20a,CONS3,0,30,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
ISPLCE,5,20a,CON3S,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
ISPLCE,5,20a,CON3S,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Promotional Stand,,,Consignment,Channel: Consignment
ISPLOC,21,25b,ZZZ5,0,120,0,999999,,,,,Closed,,,,
ISTM01,29,5a,01EXP,0,120,0,2500,Gross Profit,0.5,EXPORTS,Channel: Export,,Botswana and Exports,Export,Exports incl Botswana,Channel: Export
ISWN01,21,25b,03,0,120,0,0,Sales,0.5,BJ,Sales Rep,,,,,
ITHV01,21,25b,ZZZ5,0,120,0,3000,,,,,,,,,
ITHV02,18,4a,06,0,30,0,3000,Sales,0.0,DA,Sales Rep,,Pietersburg / Potgietersrus,Limpopo,,
ITJB01,18,4a,06,0,120,0,1500,Sales,0.0,DA,Sales Rep,,Pietersburg / Potgietersrus,Limpopo,,
ITRC01,37,11a,03,0,120,0,10000,Sales,0.5,BJ,Sales Rep,,Free State / Lesotho,Free State,,
ITRM01,40,6b,04,0,120,0,3000,Sales,0.5,BM,Sales Rep,,West Cape,Western Cape,,
IUNT01,32,7b,05,0,120,0,999999,Sales,0.5,RL,Sales Rep,,Gauteng N - Randburg/Rivonia,Gauteng,,
