CUSTOMER_NUMBER,FIN_PERIOD,DEPOSIT_DATE,DEPOSIT_REF,BANK_AMT,DISCOUNT,TOT_PAYMENT
SNTO01,202011,2020-01-20,DB11-074,-1652.05,0,-1652
SNUI01,201908,2019-10-28,DB08-186,-48.74,-2,-48
SNUI02,201903,2019-05-28,DD03-017,-1527.03,-80,-1527
SNUI02,201904,2019-06-27,DD04-014,-504.68,-26,-504
SNUI02,201906,2019-08-05,DD06-002,-1310.43,-68,-1310
SNUI02,201907,2019-09-03,DD07-002,-2128.1,-112,-2128
SNUI02,201908,2019-10-01,DD08-001,-772.18,-40,-772
SPIT01,201908,2019-10-15,DB08-103,-834.36,0,-834
SPIT01,202011,2020-01-06,DB11-007,-45.54,0,-45
SROO01,201908,2019-10-14,DD08-007,-453.72,0,-453
SROS02,201904,2019-06-26,DD04-013,-649.8,0,-649
SSEH01,201905,2019-07-01,DB05-012,-1700.0,0,-1700
SSEH01,201905,2019-07-12,DB05-102,-2000.0,0,-2000
SSEH01,201909,2019-11-15,DB09-072,-1500.0,0,-1500
SSEH01,201910,2019-12-12,DB12-060,-800.0,0,-800
SVII01,201907,2019-09-30,DB07-192,-1244.46,-65,-1244
SVII01,201909,2019-11-13,DB09-058,-728.97,-34,-728
SVII02,201905,2019-07-31,DD05-019,-66.69,-7,-66
SVII03,201904,2019-06-13,DD04-007,-3446.0,0,-3446
SVII03,201904,2019-06-13,DD04-009,-3446.0,0,-3446
SVII03,201905,2019-07-16,DD05-011,-6892.0,0,-6892
SVII03,201908,2019-10-14,DD08-007,-7321.0,0,-7321
SVII03,201909,2019-11-04,DD09-002,-6252.5,0,-6252
SVII03,201909,2019-11-22,DB09-121,-1572.33,0,-1572
SVII03,201910,2019-12-02,DD10-001,-6252.5,0,-6252
SVII05,201904,2019-06-10,DD04-005,-7290.0,-729,-7290
SVII05,201909,2019-11-21,DD09-015,-10394.19,0,-10394
SVII09,201904,2019-06-12,DD04-006,-67.14,-6,-67
SVII09,201906,2019-08-14,DD06-007,-136.46,-15,-136
SVII09,201909,2019-11-01,DB09-002,-103.11,-11,-103
SVII12,201907,2019-09-27,DB07-176,-1405.62,-156,-1405
SVII16,201903,2019-05-15,DD03-010,-109.78,-12,-109
SVII16,201910,2019-12-21,DD10-010,-860.99,-45,-860
SVII17,201903,2019-05-20,DD03-012,-5000.0,0,-5000
SVII17,201904,2019-06-21,DD04-011,-5000.0,0,-5000
SVII17,201904,2019-06-26,DB04-149,-1008.9,0,-1008
SVII17,201905,2019-07-22,DD05-014,-10000.0,0,-10000
SVII17,201905,2019-07-31,DD05-019,-5152.05,0,-5152
SVII17,201907,2019-09-26,DB07-169,-6541.9,0,-6541
SVII17,202011,2020-01-27,DD11-011,-740.0,0,-740
SVII18,201903,2019-05-22,DB03-128,-417.5,-21,-417
SVIU01,201903,2019-05-20,DB03-114,-2175.12,-241,-2175
SVIU01,201906,2019-08-19,DD05-231,0.0,-321,0
SVIU01,201908,2019-10-29,DB08-190,-2462.97,0,-2462
SVIU01,201909,2019-11-19,DB09-097,-1846.11,0,-1846
SVIU02,202011,2020-01-25,DB11-125,-1082.95,-56,-1082
SVIU04,201908,2019-10-23,DB08-157,-57.53,-3,-57
SVIU04,202011,2020-01-28,DB11-153,-36.6,-1,-36
SVIU05,201906,2019-08-01,DB06-004,-1900.0,0,-1900
SVIU05,201908,2019-10-02,DB08-015,-1500.0,0,-1500
SVIU05,201909,2019-11-04,DB09-014,-1500.0,0,-1500
SVIU05,201910,2019-12-03,DB10-020,-1500.0,0,-1500
SWET01,201904,2019-06-19,DB04-100,-8728.98,0,-8728
SWET01,202011,2020-01-17,DB11-060,-11414.81,0,-11414
SWET06,201904,2019-06-27,DD04-014,0.0,0,0
SWIE02,201904,2019-06-29,DB04-182,-2098.54,0,-2098
SWIE02,201907,2019-09-20,DB07-130,-784.82,0,-784
SWIE03,201903,2019-05-14,DB03-078,-1281.78,-183,-1281
SWIE03,201906,2019-08-13,DB06-080,-296.31,-24,-296
SWIE03,201907,2019-09-11,DB07-114,-1783.11,-144,-1783
SWIE03,202011,2020-01-14,DB11-101,-2962.09,-240,-2962
SYSE01,201905,2019-07-26,DD05-017,0.0,-152,0
SYSE01,201906,2019-08-21,DD06-009,-1993.0,-81,-1993
SYSE01,201908,2019-10-04,DB08-029,-11386.55,-820,-11386
SYSE04,201903,2019-05-17,DD03-011,-192.8,-40,-192
SYSE04,201909,2019-11-21,DD09-014,-1650.58,-350,-1650
SYSE04,201909,2019-11-22,DB09-117,-90.06,0,-90
SYSE04,202011,2020-01-14,DD11-005,-835.87,-177,-835
TACI01,201906,2019-08-06,DD06-004,-8383.7,0,-8383
TACI01,201906,2019-08-22,DD06-010,-8383.7,0,-8383
TACI01,201909,2019-11-01,DD09-001,-2548.16,0,-2548
TBOH03,201906,2019-08-02,DB06-014,-6694.94,0,-6694
TBOH03,201907,2019-09-06,DD07-003,0.0,-352,0
TBOH04,201905,2019-07-05,DD05-005,-8436.58,-444,-8436
TBOJ01,201908,2019-10-25,DB08-175,-127.93,-6,-127
TBOS01,201907,2019-09-02,DB07-004,-655.95,0,-655
TCIY01,201903,2019-05-31,DD03-020,-1561.8,0,-1561
TCIY01,201904,2019-06-28,DD04-015,-3613.8,0,-3612
TCIY01,201905,2019-07-31,DD05-019,-1561.8,0,-1561
TCIY01,201908,2019-10-07,DD08-003,-780.0,0,-780
TCIY01,201908,2019-10-31,DD08-016,-914.28,0,-914
TCIY02,201910,2019-12-03,DB10-021,-95.42,-10,-95
TDAE01,201903,2019-05-28,DB03-169,-1137.15,0,-1137
TDAE01,201904,2019-06-03,DD04-001,0.0,-13,0
TDUT01,201904,2019-06-25,DB04-132,-2447.58,-128,-2447
TESH01,201903,2019-05-17,DD03-011,-70.4,-3,-70
TESH01,201905,2019-07-25,DD05-016,-1721.96,-90,-1720
TESH01,201906,2019-08-22,DD06-010,-674.07,-96,-674
TESH01,201909,2019-11-21,DD09-014,-683.29,-97,-683
TESH01,201910,2019-12-19,DD10-008,-294.3,-42,-294
TGAE01,201908,2019-10-24,DB08-159,-563.59,-80,-563
TINR01,201905,2019-07-12,DD05-009,-33384.12,-534,-33384
TINR01,201910,2019-12-10,DD10-006,-25482.61,0,-25482
TKAH01,201908,2019-10-10,DB08-062,-194.88,-21,-194
TLOT01,201904,2019-06-29,DB04-186,-16726.8,-840,-16726
TLOU01,201906,2019-08-19,DB06-100,0.0,-13,0
TLOU01,201909,2019-11-22,DB09-124,-3836.53,-342,-3836
TLOU01,202010,2019-12-30,DB10-156,-153.79,-8,-153
TMAE02,201908,2019-10-18,DD08-009,-318.06,0,-318
TMAE02,201910,2019-12-18,DB12-085,-1008.0,0,-1008
TMAH01,201904,2019-06-19,DB04-071,-62.74,0,-62
TMAH03,201904,2019-06-27,DB04-159,-8454.56,0,-8454
TMAH03,201907,2019-09-02,DB07-001,-3789.2,0,-3789
TMAH03,201907,2019-09-23,DD07-009,-2435.04,0,-2435
TMAH03,202011,2020-01-23,DB11-095,-2033.7,0,-2033
TMAH04,201903,2019-05-23,DB03-137,-570.0,0,-570
TMAL01,201905,2019-07-25,DB05-187,-3022.8,0,-3022
TMAL01,202011,2020-01-09,DB11-026,-5000.0,0,-5000
TMAL02,201905,2019-07-05,DB05-043,-2000.0,0,-2000
TMAL02,201905,2019-07-24,DB05-178,-3000.0,0,-3000
TMAL02,201906,2019-08-26,DB06-137,-1000.0,0,-1000
TMAL02,201908,2019-10-11,DB08-072,-1000.0,0,-1000
TMAL02,201909,2019-11-21,DB09-113,-971.34,0,-971
TMAL03,201905,2019-07-10,DB05-063,-1379.4,0,-1378
TMAL03,201906,2019-08-10,DB06-046,-860.7,0,-860
TMAL03,201909,2019-11-20,DB09-105,-1008.9,0,-1008
TMAL04,201910,2019-12-04,DB10-025,-40.0,0,-40
TMAS01,201903,2019-05-13,DD03-008,-1026.0,0,-1026
TMAS03,201909,2019-11-22,DB09-118,-3450.0,0,-3450
TMOA02,201904,2019-06-28,DB04-170,-8396.88,0,-8396
TMOA02,201908,2019-10-04,DB08-032,-129.96,0,-129
TMOH01,201907,2019-09-05,DB07-028,-500.0,0,-500
TMOH01,201909,2019-11-19,DB09-102,-500.0,0,-500
TMOS01,201904,2019-06-20,DB04-103,-420.0,0,-420
TMOS01,201909,2019-11-21,DB09-107,-500.0,0,-500
TMOS01,201910,2019-12-13,DB12-065,-1700.0,0,-1700
TMOS03,201905,2019-07-22,DD05-014,0.0,-44,0
TMOS03,201907,2019-09-17,DB07-117,-700.0,0,-700
TMUH01,201903,2019-05-21,DB03-122,-3000.0,-177,-3000
TMUH01,201905,2019-07-10,DB05-058,-3161.84,0,-3160
TNAH01,201905,2019-07-08,DB05-055,-233.48,-58,-232
TNAH01,201907,2019-09-06,DB07-048,-387.6,-96,-387
TNAH01,201909,2019-11-07,DB09-031,-118.56,-30,-118
TNAH01,202011,2020-01-13,DB11-035,-379.98,-95,-379
TNAH04,201810,2018-12-07,DB10-059,-40.61,0,0
TNAH04,201907,2019-09-06,DB07-048,-97.58,-24,-97
TNAH08,201904,2019-06-07,DB04-035,-517.27,-172,-517
TNAH08,202011,2020-01-13,DB11-035,-360.34,-90,-360
TNAI02,201904,2019-06-25,DB04-133,-149.45,0,-149
TNAI02,201909,2019-11-07,DD09-005,-826.44,0,-826
TNES01,201905,2019-07-01,DB05-013,-3000.0,0,-3000
TNES02,201907,2019-09-30,DD07-012,-3188.12,0,-3188
TNES02,201910,2019-12-02,DD10-001,-1594.06,0,-1594
TNES02,202011,2020-01-06,DD11-001,-1594.06,0,-1594
TNOW01,201905,2019-07-22,DD05-014,0.0,-714,0
TNOW01,202011,2020-01-27,DB11-135,-6210.0,0,-6210
TOPI02,201903,2019-05-17,DD03-011,-10115.87,-1445,-10115
TOPI02,201904,2019-06-28,DD04-015,0.0,-5498,0
TOPI02,201905,2019-07-29,DB05-203,-22374.8,0,-22374
TOPI02,201906,2019-08-22,DB05-203,0.0,-7761,0
TOPI02,201907,2019-09-11,DD07-004,-3782.5,-3892,-3782
TOPI02,201909,2019-11-21,DD09-015,-10314.0,-6976,-10314
TOPI02,201910,2019-12-13,DD10-010,0.0,-1591,0
TOPI03,201907,2019-09-30,DB07-196,-283.86,0,-283
TOPI06,201907,2019-09-25,DB07-157,-1951.93,0,-1951
TOPI06,201908,2019-10-25,DB08-174,-95.7,0,-95
TOPI10,201904,2019-06-19,DD04-010,-15185.0,0,-15185
TOPI10,201905,2019-07-05,DD05-005,0.0,-804,0
TOPI12,201905,2019-07-02,DB05-026,-47628.12,0,-47628
TOPI12,201905,2019-07-03,DD05-003,0.0,-6724,0
TOPI12,201907,2019-09-16,DD07-007,-2940.0,0,-2940
TOPI13,201905,2019-07-29,DB05-202,-15275.5,-2182,-15274
TOPI13,201906,2019-08-21,DB06-105,-159.6,-22,-159
TOPI13,201909,2019-11-28,DB09-162,-62.84,-8,-62
TOPI13,201910,2019-12-18,DB12-084,-593.51,-84,-593
TOPI14,201905,2019-07-03,DB05-028,-23302.8,-2588,-23302
TOPI14,201908,2019-10-02,DB08-014,-8235.22,-2529,-8235
TOPI15,201903,2019-05-13,DB03-053,-133.38,0,-133
TOPI15,201906,2019-08-05,DD06-002,-2035.07,-226,-2035
TOPI21,201905,2019-07-02,DD05-002,-2000.0,0,-2000
TOPI21,201905,2019-07-22,DD05-014,-1454.2,0,-1454
TOPI21,202011,2020-01-24,DD11-010,-1500.0,0,-1500
TOPI25,201908,2019-10-14,DD08-007,-114.0,0,-114
TOPI25,201909,2019-11-19,DD09-011,0.0,-7,0
TOPI32,201903,2019-05-30,DB03-188,-165.3,0,-165
TOPI32,202011,2020-01-21,DB11-075,-1069.89,0,-1069
TOPI33,201909,2019-11-26,DD09-017,-430.35,0,-430
TOPI33,202011,2020-01-20,DD11-006,-430.35,0,-430
TOPI34,201909,2019-11-11,DD09-006,0.0,-1,0
TOPI46,201906,2019-08-13,DB06-050,-5346.39,0,-5346
TOPI46,201907,2019-09-30,DB07-189,-2828.34,0,-2828
TOPI46,201909,2019-11-29,DB09-174,-735.24,0,-735
TOPI46,202010,2019-12-31,DB10-159,-349.01,0,-349
TOPI48,201904,2019-06-06,DD04-003,0.0,0,0
TOPI48,201910,2019-12-03,DB10-023,-4349.21,0,-4349
TOPI53,201904,2019-06-27,DD04-014,-2625.42,0,-2625
TOPI53,201905,2019-07-09,DD05-006,-3527.16,0,-3526
TOPI53,201905,2019-07-15,DD05-010,-4017.94,-210,-4016
TOPI53,201907,2019-09-13,DD07-006,-260.74,-13,-260
TOPI53,202011,2020-01-14,DD11-005,-1158.81,-60,-1158
TOPI54,201904,2019-06-28,DD04-015,-942.1,-48,-942
TOPI54,202011,2020-01-13,DD11-004,-125.4,0,-125
TOPI58,201810,2018-12-10,DD10-005,-2539.92,0,0
TOPI58,201903,2019-05-17,DD03-011,-2555.5,0,-2555
TOPI58,201904,2019-06-13,DD04-009,-2555.5,0,-2555
TOPI58,201905,2019-07-17,DD05-012,-5111.0,0,-5110
TOPI58,201906,2019-08-29,DB06-164,-997.4,-10,-997
TOPI59,201903,2019-05-27,DD03-016,-701.78,-39,-701
TOPI59,201905,2019-07-03,DD05-003,-1859.12,-206,-1858
TOPI59,201905,2019-07-05,DD05-005,0.0,-76,0
TOPI59,201909,2019-11-25,DD09-016,-1406.76,-78,-1406
TOPI59,201910,2019-12-21,DD10-010,-1405.62,-156,-1405
TOPI62,201903,2019-05-30,DB03-192,-1894.17,-99,-1894
TOPO01,201905,2019-07-12,DB05-074,-1065.66,-56,-1064
TOPO01,201910,2019-12-11,DB10-049,-230.16,0,-230
TPAE01,201903,2019-05-24,DB03-146,-490.2,0,-490
TPAE01,201907,2019-09-28,DB07-179,-167.52,0,-167
TPAE02,201903,2019-05-23,DB03-140,-803.7,0,-803
TPAE03,201909,2019-11-05,DD09-003,-109.79,-12,-109
TPAE04,201909,2019-11-09,DB09-042,-39.9,0,-39
TPAE04,202011,2020-01-30,DB11-178,-284.19,-42,-284
TPAH01,201903,2019-05-27,DD03-016,-530.67,-27,-530
TPAH01,201905,2019-07-05,DD05-005,0.0,-80,0
TPAH01,201905,2019-07-19,DB05-143,0.0,-80,0
TPAH01,201906,2019-08-01,DD06-001,-80.94,0,-80
TPOG01,201905,2019-07-29,DB05-199,-1386.24,0,-1386
TPOG01,201907,2019-09-06,DD07-003,0.0,-36,0
TREI01,202011,2020-01-31,Jan-03,0.0,-45,0
TRUH01,201903,2019-05-13,DD12-013,0.0,-2597,0
TRUH01,201903,2019-05-17,DD03-011,-1041.39,0,-1041
TRUH01,201906,2019-08-21,DB06-103,-391.5,-20,-391
TRUT01,201909,2019-11-28,DB09-165,-860.7,0,-860
TWIB01,201903,2019-05-20,DB03-112,-39.9,0,-39
TWIB01,201905,2019-07-20,DB05-155,-17385.0,0,-17384
TWIB01,201908,2019-10-25,DB08-168,-871.86,0,-871
TWIB01,202011,2020-01-27,DB11-131,-1610.76,0,-1610
TWIB02,201908,2019-10-25,DB08-168,-1382.99,0,-1382
TZIH01,201904,2019-06-13,DD04-007,-2804.4,0,-2804
TZIH01,201905,2019-07-25,DB05-182,-2000.0,0,-2000
TZIH01,201907,2019-09-26,DB07-167,-1197.52,0,-1197
TZIU01,201903,2019-05-29,DB03-179,-400.0,0,-400
TZIU01,201904,2019-06-21,DB04-114,-446.26,0,-446
TZIU01,201908,2019-10-03,DB08-022,-500.0,0,-500
TZIU01,201910,2019-12-14,DB12-072,-230.0,0,-230
UBAE02,201904,2019-06-14,DB04-063,-377.08,0,-377
UBOM03,201904,2019-06-13,DD04-008,-403.56,0,-403
UBOR01,201904,2019-06-12,DD04-006,-573.99,-30,-573
UBOR01,201906,2019-08-14,DD06-007,-1670.28,0,-1670
UBOR01,201907,2019-09-04,DD07-015,-747.15,-39,-747
UBOR01,201908,2019-10-09,DD08-004,-1526.97,-80,-1526
UBOR01,201909,2019-11-11,DD09-006,-866.34,-45,-866
UBRW01,201909,2019-11-11,DB09-045,-85.5,0,-85
UEQI01,201906,2019-08-06,DD06-004,0.0,-159,0
UEQI01,201908,2019-10-21,DD08-010,-872.1,0,-872
UEQI01,201910,2019-12-10,DD10-006,-237.1,-9,-236
UEQI01,202011,2020-01-06,DD11-001,-168.15,-9,-168
UEQI01,202011,2020-01-30,DD11-013,-242.25,0,-242
UFOR04,201903,2019-05-21,DB03-121,-2560.44,0,-2560
UGLC01,201910,2019-12-17,DD10-007,-294.98,0,-294
UHOS01,201904,2019-06-03,DB04-009,-270.75,-14,-270
UHOS01,201904,2019-06-28,DB04-173,-173.28,-8,-172
UHOS01,201906,2019-08-31,DB06-193,-536.09,-28,-536
UHOS01,201907,2019-09-30,DB07-191,-287.0,-15,-287
UHOS01,201909,2019-11-29,DB09-175,-122.38,-6,-122
UIDT01,201903,2019-05-13,DD03-008,-2639.1,0,-2639
UIDT01,201904,2019-06-13,DD04-007,-1251.72,0,-1251
ULAD01,201904,2019-06-06,DB04-028,-2000.0,0,-2000
ULAD01,201905,2019-07-04,DB05-039,-4000.0,0,-4000
ULAD01,201907,2019-09-05,DB07-026,-3000.0,0,-3000
ULAD01,201908,2019-10-03,DB08-021,-3000.0,0,-3000
UMBL01,201904,2019-06-28,DB04-172,-6405.94,-674,-6404
UMBL01,201905,2019-07-26,DB05-192,-2588.36,-140,-2588
UMBL01,201906,2019-08-30,DB06-179,-514.32,-24,-514
UMBL01,201909,2019-11-29,DB09-177,-1736.9,-91,-1736
UMBL01,202011,2020-01-31,DB11-188,-1160.56,0,-1160
UMFN01,201903,2019-05-20,DB03-113,-161.08,0,-161
UMFN01,201908,2019-10-02,DB08-012,-2000.0,0,-2000
UMFN01,201909,2019-11-05,DB09-019,-2369.0,0,-2369
UMFN01,201910,2019-12-19,DB10-092,-2741.08,0,-2741
UMNK01,201905,2019-07-10,DB05-066,-15000.0,0,-15000
UMNK01,201906,2019-08-28,DB06-172,-5000.0,0,-5000
UMNK01,201908,2019-10-04,DB08-035,-7211.27,0,-7211
UMOT01,201905,2019-07-16,DB05-126,-4851.84,0,-4850
UMOT01,201908,2019-10-07,DB08-036,-780.9,0,-780
UMOT01,201909,2019-11-18,DB09-094,-981.34,0,-981
UMTB01,201909,2019-11-12,DB09-051,-45.54,0,-45
UNET01,201810,2018-12-10,DD10-005,-570.46,0,0
UNET01,201903,2019-05-14,DD03-009,-4373.84,-485,-4373
UNET01,201905,2019-07-30,DD05-018,-10998.72,-1222,-10998
UNET01,201906,2019-08-22,DD06-010,-938.74,-104,-938
UNET01,201909,2019-11-26,DD09-017,-2164.91,-240,-2164
UNET01,202011,2020-01-31,DD11-014,-649.8,0,-649
UNXM01,201903,2019-05-28,DB03-173,-558.6,0,-558
UNXM02,201908,2019-10-22,DB08-140,-752.4,0,-752
URAF01,201906,2019-08-14,DB06-059,-2500.0,0,-2500
URAF02,202011,2020-01-30,DB11-176,-2000.0,0,-2000
USOT01,201908,2019-10-31,DB08-212,-140.79,-7,-140
USOT07,201905,2019-07-25,DB05-184,-6642.64,0,-6642
USOT07,201909,2019-11-15,DB09-068,-2500.0,0,-2500
USOT07,201910,2019-12-21,DB10-135,-264.44,0,-264
UTAN01,201908,2019-10-07,DB08-037,-2363.22,0,-2363
VDAI01,201903,2019-05-29,DB03-174,-156.39,-8,-156
VDER01,201903,2019-05-27,DB03-156,-490.48,0,-490
VDER01,202011,2020-01-30,DB11-177,-3763.19,0,-3763
VGOE02,201903,2019-05-13,DB03-051,-1635.0,0,-1635
VGOE02,201904,2019-06-27,DB04-160,-3604.68,0,-3604
VGOE02,201905,2019-07-16,DB05-121,-2437.28,0,-2436
VGOE02,201906,2019-08-06,DD06-004,0.0,0,0
VGOE02,201906,2019-08-27,DB06-145,-524.4,0,-524
VGOE02,201908,2019-10-01,DB08-004,-1000.0,0,-1000
VGOE02,201909,2019-11-07,DB09-038,-959.6,0,-959
VGOE02,201910,2019-12-03,DB10-017,-1900.04,0,-1900
VGOE02,202011,2020-01-29,DB11-157,-1323.48,0,-1323
VGOE04,201904,2019-06-26,DB04-151,-2203.91,-115,-2203
VGOE05,201903,2019-05-13,DB03-057,-617.31,-32,-617
VGOE05,201904,2019-06-07,DB04-036,-37.9,-2,-37
VGOE06,201904,2019-06-06,DD04-003,-6781.59,-207,-6781
VGOE06,201907,2019-09-13,DB07-085,-1441.97,0,-1441
VGOE06,201908,2019-10-17,DB08-116,-184.05,-9,-184
VGOE07,201905,2019-07-26,DB05-190,-2000.0,0,-2000
VGOE07,201910,2019-12-23,DB10-140,-371.0,0,-371
VLEI02,201906,2019-08-30,DD06-014,-3804.07,-422,-3804
VLEI02,201909,2019-11-01,DD09-001,-1116.29,-124,-1116
VLEI02,201910,2019-12-12,DB12-063,-2702.74,-153,-2702
VLEI03,201905,2019-07-02,DB05-021,-266.76,0,-266
VLEI03,201907,2019-09-18,DB07-121,-121.98,0,-121
VLEY01,201903,2019-05-15,DB03-071,-780.9,0,-780
VLEY01,202011,2020-01-29,DB11-156,-3387.51,0,-3387
VRIO01,201903,2019-05-13,DD03-008,-347.7,0,-347
VRIO01,201905,2019-07-10,DD05-007,-475.96,0,-474
VRIO01,201906,2019-08-01,DD06-001,-2905.86,0,-2905
VRIO01,201907,2019-09-30,DD07-012,-3217.08,0,-3217
VRIO01,201909,2019-11-06,DD09-004,-1977.9,0,-1977
VRIO01,201910,2019-12-04,DD10-002,-598.5,0,-598
WCEA01,201908,2019-10-28,DB08-184,-1022.0,-146,-1022
WDEI02,201904,2019-06-26,DB04-150,-1392.85,0,-1392
WKHE01,201904,2019-06-04,DD04-002,-5000.0,0,-5000
WKHE01,201905,2019-07-10,DB05-062,-12000.0,0,-12000
WKHE01,201906,2019-08-23,DD06-011,-11473.34,0,-11473
WKHE01,201907,2019-09-23,DD07-009,-5980.58,0,-5980
WKHE01,202011,2020-01-20,DB11-062,-2000.0,0,-2000
WKHE01,202011,2020-01-28,DB11-144,-4958.58,0,-4958
WLAR03,201903,2019-05-23,DB03-136,-456.0,0,-456
WLAR03,201904,2019-06-27,DB04-157,-1234.62,-64,-1234
WLEI01,201908,2019-10-01,DD08-001,-1452.55,-76,-1452
WLEI01,202011,2020-01-20,DD11-006,-2436.7,-128,-2436
WNEC01,201908,2019-10-02,DB08-018,-1293.9,0,-1293
WNEL03,201903,2019-05-13,DB03-055,-558.89,0,-558
WNEL03,201907,2019-09-20,DD07-008,-2650.0,0,-2650
WNEL03,201907,2019-09-30,DD07-012,-2650.0,0,-2650
WNEL03,202011,2020-01-14,DD11-005,-3000.0,0,-3000
WNEV01,201908,2019-10-15,DB08-099,-450.3,0,-450
WNEV01,201909,2019-11-11,DB09-043,-518.7,0,-518
WNEW01,202011,2020-01-22,DB11-091,-20322.5,-1069,-20322
WNKA01,201909,2019-11-25,DD09-016,-624.72,0,-624
WNKA01,202011,2020-01-31,DD11-014,-1724.54,0,-1724
WPOE01,201908,2019-10-24,DB08-162,-1641.6,0,-1641
WPOE01,202011,2020-01-16,DB11-051,-133.38,0,-133
XFOY01,201904,2019-06-04,DB04-015,-2461.0,0,-2461
XFOY01,201905,2019-07-05,DB05-042,-2370.84,0,-2370
YBIE01,201906,2019-08-27,DB06-141,-334.02,0,-334
YCRS02,201904,2019-06-11,DB03-054,-654.36,0,-654
YCRS02,201909,2019-11-25,DB09-133,-460.27,-24,-460
YDES01,201908,2019-10-30,DB08-205,-45.54,0,-45
YDES01,202011,2020-01-31,DB11-185,-3442.74,0,-3442
YKAE03,201903,2019-05-25,DB03-154,-126.71,-6,-126
YKAE03,201907,2019-09-26,DB07-163,-126.71,-6,-126
YMAA03,201905,2019-07-01,DD05-001,-3340.2,0,-3340
YMAA03,201905,2019-07-31,DD05-019,-1670.1,0,-1670
YMAF02,201903,2019-05-30,DB03-183,-780.9,0,-780
YMEE01,201903,2019-05-27,DB03-155,-102.89,-5,-102
YMEE01,201904,2019-06-26,DB04-136,-27.62,-1,-27
YMEE01,201905,2019-07-30,DB05-204,-126.71,-6,-126
YMEE02,201907,2019-09-17,DB07-099,-80.66,-4,-80
YMEE02,201910,2019-12-12,DB12-056,-427.78,0,-427
YMEE02,201910,2019-12-20,DB10-056,0.0,-22,0
YMEE04,201905,2019-07-01,DB05-009,-330.0,0,-330
YMEE04,202011,2020-01-13,DB11-034,-165.0,0,-165
YMEE04,202011,2020-01-31,DB11-189,-169.95,0,-169
YMEE05,201903,2019-05-31,DD03-020,-1282.5,-142,-1282
YMEE05,201905,2019-07-03,DD05-003,-1754.46,-194,-1754
YMEE05,201905,2019-07-23,DD05-015,-1646.16,-86,-1646
YMEE05,201906,2019-08-26,DD06-012,-506.3,-26,-506
YMEE05,201909,2019-11-15,DD09-010,-394.44,0,-394
YMEE05,201910,2019-12-09,DD10-005,-416.95,0,-416
YMEE05,202011,2020-01-07,DD11-002,-171.0,0,-171
YMEE07,202011,2020-01-24,DB11-122,-644.38,-33,-644
YMEEO3,201909,2019-11-18,DB09-090,-461.64,0,-461
YMEEO6,202011,2020-01-24,DB11-121,-215.46,0,-215
YNAA01,201905,2019-07-11,DB05-069,-1539.0,0,-1538
YNAA01,201909,2019-11-29,DB09-182,-780.78,0,-780
YRAN01,201903,2019-05-21,DD03-013,-39.9,0,-39
YREN03,201904,2019-06-03,DB04-011,-5972.63,0,-5972
YREN03,201906,2019-08-13,DB06-052,-3000.0,0,-3000
YREN03,201907,2019-09-06,DB07-050,-3000.0,0,-3000
YREN03,201908,2019-10-04,DD08-002,-2782.06,0,-2782
YSTL02,201905,2019-07-22,DB05-164,-652.02,-93,-652
YSTL02,201907,2019-09-04,DD07-015,-45.55,0,-45
YSTL02,201909,2019-11-25,DB09-126,-947.45,-49,-947
YTAL03,201905,2019-07-31,DB05-217,-549.08,-28,-549
YTAL03,201908,2019-10-23,DB08-146,-45.54,0,-45
YTAL03,201908,2019-10-29,DB08-192,-45.54,0,-45
ZDEI01,201903,2019-05-31,DD03-020,-1865.04,-466,-1865
ZDEI01,201905,2019-07-01,DD05-001,-18736.12,-4684,-18736
ZDEI01,201905,2019-07-31,DD05-019,-19139.69,-4784,-19139
ZDOE01,201903,2019-05-30,DB03-191,-109.78,-12,-109
ZDOE01,201905,2019-07-01,DB05-005,-699.74,-76,-698
ZDOE01,201907,2019-09-02,DB07-005,-219.56,-24,-219
ZDOE01,201909,2019-11-01,DB09-001,-115.94,-12,-115
ZHAY02,201904,2019-06-03,DD04-001,-5191.56,-1260,-5191
ZHAY02,201905,2019-07-03,DD05-003,-10383.12,0,-10382
ZMAU01,201903,2019-05-27,DB03-164,-1657.77,0,-1657
ZNAE01,201903,2019-05-20,DD03-012,-7305.12,0,-7305
ZNAE01,201904,2019-06-13,DD04-009,-6417.63,0,-6417
ZNAE01,201905,2019-07-25,DD05-016,-14261.4,0,-14260
ZNAE01,201906,2019-08-21,DD06-009,-4391.84,0,-4391
ZNAE01,201907,2019-09-20,DD07-008,-4391.84,0,-4391
ZNAE01,201908,2019-10-21,DD08-010,-4391.84,0,-4391
ZNAE01,201909,2019-11-20,DD09-013,-4391.84,0,-4391
ZNAO01,201904,2019-06-10,DD04-005,-600.0,0,-600
ZNAO01,201908,2019-10-02,DD08-014,-1023.73,0,-1023
ZNAO01,201909,2019-11-21,DD09-014,-500.0,0,-500
ZNAO01,202011,2020-01-31,DD11-014,-172.6,0,-172
